iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,total_tests,new_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index
PAK,Asia,Pakistan,22/10/2020,326216,736,619.857,6715,13,13.429,1476.81,3.332,2.806,30.399,0.059,0.061,1.15,,,,,,,,,4177270,28531,18.911,0.129,28811,0.13,0.022,46.5,tests performed,53.24,220892331,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.562
PAK,Asia,Pakistan,23/10/2020,327063,847,658.714,6727,12,12.714,1480.644,3.834,2.982,30.454,0.054,0.058,1.16,,,,,,,,,4204320,27050,19.033,0.122,27832,0.126,0.024,42.3,tests performed,53.24,220892331,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.562
PAK,Asia,Pakistan,24/10/2020,327895,832,696.571,6736,9,11.714,1484.411,3.767,3.153,30.494,0.041,0.053,1.17,,,,,,,,,4235329,31009,19.174,0.14,27624,0.125,0.025,39.7,tests performed,53.24,220892331,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.562
PAK,Asia,Pakistan,25/10/2020,328602,707,735.714,6739,3,11.429,1487.612,3.201,3.331,30.508,0.014,0.052,1.18,,,,,,,,,4264053,28724,19.304,0.13,27147,0.123,0.027,36.9,tests performed,53.24,220892331,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.562
PAK,Asia,Pakistan,26/10/2020,329375,773,763,6745,6,10.286,1491.111,3.499,3.454,30.535,0.027,0.047,1.19,,,,,,,,,4290545,26492,19.424,0.12,27061,0.123,0.028,35.5,tests performed,53.24,220892331,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.562
PAK,Asia,Pakistan,27/10/2020,330200,825,779.429,6759,14,9.571,1494.846,3.735,3.529,30.599,0.063,0.043,1.2,,,,,,,,,4317678,27133,19.547,0.123,27944,0.127,0.028,35.9,tests performed,53.24,220892331,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.562
PAK,Asia,Pakistan,28/10/2020,331108,908,804,6775,16,10.429,1498.957,4.111,3.64,30.671,0.072,0.047,1.21,,,,,,,,,4347155,29477,19.68,0.133,28345,0.128,0.028,35.3,tests performed,53.24,220892331,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.562
PAK,Asia,Pakistan,29/10/2020,332186,1078,852.857,6795,20,11.429,1503.837,4.88,3.861,30.762,0.091,0.052,1.23,,,,,,,,,4376604,29449,19.813,0.133,28476,0.129,0.03,33.4,tests performed,53.24,220892331,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.562
PAK,Asia,Pakistan,30/10/2020,332993,807,847.143,6806,11,11.286,1507.49,3.653,3.835,30.811,0.05,0.051,1.23,,,,,,,,,4409537,32933,19.962,0.149,29317,0.133,0.029,34.6,tests performed,53.24,220892331,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.562
PAK,Asia,Pakistan,31/10/2020,333970,977,867.857,6823,17,12.429,1511.913,4.423,3.929,30.888,0.077,0.056,1.25,,,,,,,,,4431225,21688,20.061,0.098,27985,0.127,0.031,32.2,tests performed,53.24,220892331,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.562
PAK,Asia,Pakistan,01/11/2020,335093,1123,927.286,6835,12,13.714,1516.997,5.084,4.198,30.943,0.054,0.062,1.26,,,,,,,,,4458890,27665,20.186,0.125,27834,0.126,0.033,30,tests performed,53.24,220892331,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.562
PAK,Asia,Pakistan,02/11/2020,336260,1167,983.571,6849,14,14.857,1522.28,5.283,4.453,31.006,0.063,0.067,1.27,,,,,,,,,4486843,27953,20.312,0.127,28043,0.127,0.035,28.5,tests performed,53.24,220892331,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.562
PAK,Asia,Pakistan,03/11/2020,337573,1313,1053.286,6867,18,15.429,1528.224,5.944,4.768,31.088,0.081,0.07,1.28,,,,,,,,,4514827,27984,20.439,0.127,28164,0.128,0.037,26.7,tests performed,53.24,220892331,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.562
PAK,Asia,Pakistan,04/11/2020,338875,1302,1109.571,6893,26,16.857,1534.118,5.894,5.023,31.205,0.118,0.076,1.29,,,,,,,,,4541392,26565,20.559,0.12,27748,0.126,0.04,25,tests performed,53.24,220892331,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.562
PAK,Asia,Pakistan,05/11/2020,340251,1376,1152.143,6923,30,18.286,1540.348,6.229,5.216,31.341,0.136,0.083,1.29,,,,,,,,,4573768,32376,20.706,0.147,28166,0.128,0.041,24.4,tests performed,53.24,220892331,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.562
PAK,Asia,Pakistan,06/11/2020,341753,1502,1251.429,6943,20,19.571,1547.147,6.8,5.665,31.432,0.091,0.089,1.3,,,,,,,,,4609513,35745,20.868,0.162,28568,0.129,0.044,22.8,tests performed,53.24,220892331,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.562
PAK,Asia,Pakistan,07/11/2020,343189,1436,1317,6968,25,20.714,1553.648,6.501,5.962,31.545,0.113,0.094,1.3,,,,,,,,,4643913,34400,21.023,0.156,30384,0.138,0.043,23.1,tests performed,53.24,220892331,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.562
PAK,Asia,Pakistan,08/11/2020,344839,1650,1392.286,6977,9,20.286,1561.118,7.47,6.303,31.586,0.041,0.092,1.3,,,,,,,,,4676263,32350,21.17,0.146,31053,0.141,0.045,22.3,tests performed,53.24,220892331,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.562
PAK,Asia,Pakistan,09/11/2020,346476,1637,1459.429,7000,23,21.571,1568.529,7.411,6.607,31.69,0.104,0.098,1.31,,,,,,,,,4709603,33340,21.321,0.151,31823,0.144,0.046,21.8,tests performed,47.69,220892331,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.562
PAK,Asia,Pakistan,10/11/2020,348184,1708,1515.857,7021,21,22,1576.261,7.732,6.862,31.785,0.095,0.1,1.31,,,,,,,,,4741507,31904,21.465,0.144,32383,0.147,0.047,21.4,tests performed,47.69,220892331,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.562
PAK,Asia,Pakistan,11/11/2020,349992,1808,1588.143,7055,34,23.143,1584.446,8.185,7.19,31.939,0.154,0.105,1.31,,,,,,,,,4773496,31989,21.61,0.145,33158,0.15,0.048,20.9,tests performed,47.69,220892331,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.562
PAK,Asia,Pakistan,12/11/2020,352296,2304,1720.714,7092,37,24.143,1594.877,10.43,7.79,32.106,0.168,0.109,1.32,,,,,,,,,4810182,36686,21.776,0.166,33773,0.153,0.051,19.6,tests performed,47.69,220892331,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.562
PAK,Asia,Pakistan,13/11/2020,354461,2165,1815.429,7109,17,23.714,1604.678,9.801,8.219,32.183,0.077,0.107,1.31,,,,,,,,,4847105,36923,21.943,0.167,33942,0.154,0.053,18.7,tests performed,47.69,220892331,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.562
PAK,Asia,Pakistan,14/11/2020,356904,2443,1959.286,7141,32,24.714,1615.737,11.06,8.87,32.328,0.145,0.112,1.31,,,,,,,,,4881640,34535,22.1,0.156,33961,0.154,0.058,17.3,tests performed,47.69,220892331,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.562
PAK,Asia,Pakistan,15/11/2020,359032,2128,2027.571,7160,19,26.143,1625.371,9.634,9.179,32.414,0.086,0.118,1.3,,,,,,,,,4921050,39410,22.278,0.178,34970,0.158,0.058,17.2,tests performed,47.69,220892331,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.562
PAK,Asia,Pakistan,16/11/2020,361082,2050,2086.571,7193,33,27.571,1634.652,9.281,9.446,32.563,0.149,0.125,1.29,,,,,,,,,4950561,29511,22.412,0.134,34423,0.156,0.061,16.5,tests performed,47.69,220892331,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.562
PAK,Asia,Pakistan,17/11/2020,363380,2298,2170.857,7230,37,29.857,1645.055,10.403,9.828,32.731,0.168,0.135,1.29,,,,,,,,,4979939,29378,22.545,0.133,34062,0.154,0.064,15.7,tests performed,47.69,220892331,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.562
PAK,Asia,Pakistan,18/11/2020,365927,2547,2276.429,7248,18,27.571,1656.585,11.531,10.306,32.812,0.081,0.125,1.29,,,,,,,,,5018483,38544,22.719,0.174,34998,0.158,0.065,15.4,tests performed,47.69,220892331,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.562
PAK,Asia,Pakistan,19/11/2020,368665,2738,2338.429,7561,313,67,1668.981,12.395,10.586,34.229,1.417,0.303,1.29,,,,,,,,,5055382,36899,22.886,0.167,35029,0.159,0.067,15,tests performed,47.69,220892331,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.562
PAK,Asia,Pakistan,20/11/2020,371508,2843,2435.286,7603,42,70.571,1681.851,12.871,11.025,34.419,0.19,0.319,1.28,,,,,,,,,5098291,42909,23.08,0.194,35884,0.162,0.068,14.7,tests performed,58.8,220892331,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.562
PAK,Asia,Pakistan,21/11/2020,374173,2665,2467,7662,59,74.429,1693.916,12.065,11.168,34.687,0.267,0.337,1.28,,,,,,,,,5141403,43112,23.276,0.195,37109,0.168,0.066,15,tests performed,58.8,220892331,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.562
PAK,Asia,Pakistan,22/11/2020,376929,2756,2556.714,7696,34,76.571,1706.392,12.477,11.574,34.841,0.154,0.347,1.27,,,,,,,,,5180026,38623,23.45,0.175,36997,0.167,0.069,14.5,tests performed,58.8,220892331,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.562
PAK,Asia,Pakistan,23/11/2020,379883,2954,2685.857,7744,48,78.714,1719.765,13.373,12.159,35.058,0.217,0.356,1.27,,,,,,,,,5216955,36929,23.618,0.167,38056,0.172,0.071,14.2,tests performed,58.8,220892331,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.562
PAK,Asia,Pakistan,24/11/2020,382892,3009,2787.429,7803,59,81.857,1733.387,13.622,12.619,35.325,0.267,0.371,1.27,,,,,,,,,5256120,39165,23.795,0.177,39454,0.179,0.071,14.2,tests performed,58.8,220892331,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.562
PAK,Asia,Pakistan,25/11/2020,386198,3306,2895.857,7843,40,85,1748.354,14.967,13.11,35.506,0.181,0.385,1.26,,,,,,,,,5297703,41583,23.983,0.188,39889,0.181,0.073,13.8,tests performed,58.8,220892331,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.562
PAK,Asia,Pakistan,26/11/2020,389311,3113,2949.429,7897,54,48,1762.447,14.093,13.352,35.75,0.244,0.217,1.26,,,,,,,,,5343702,45999,24.191,0.208,41189,0.186,0.072,14,tests performed,64.35,220892331,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.562
PAK,Asia,Pakistan,27/11/2020,392356,3045,2978.286,7942,45,48.429,1776.232,13.785,13.483,35.954,0.204,0.219,1.26,,,,,,,,,5386916,43214,24.387,0.196,41232,0.187,0.072,13.8,tests performed,64.35,220892331,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.562
PAK,Asia,Pakistan,28/11/2020,395185,2829,3001.714,7985,43,46.143,1789.039,12.807,13.589,36.149,0.195,0.209,,,,,,,,,,5435139,48223,24.605,0.218,41962,0.19,0.072,14,tests performed,64.35,220892331,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.562
PAK,Asia,Pakistan,29/11/2020,398024,2839,3013.571,8025,40,47,1801.891,12.852,13.643,36.33,0.181,0.213,,,,,,,,,,5475508,40369,24.788,0.183,42212,0.191,0.071,14,tests performed,64.35,220892331,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.562
PAK,Asia,Pakistan,30/11/2020,400482,2458,2942.714,8091,66,49.571,1813.019,11.128,13.322,36.629,0.299,0.224,,,,,,,,,,5508810,33302,24.939,0.151,41694,0.189,0.071,14.2,tests performed,64.35,220892331,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.562
PAK,Asia,Pakistan,01/12/2020,403311,2829,2917,8166,75,51.857,1825.826,12.807,13.206,36.968,0.34,0.235,,,,,,,,,,5549779,40969,25.124,0.185,41951,0.19,0.07,14.4,tests performed,64.35,220892331,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.562
PAK,Asia,Pakistan,02/12/2020,406810,3499,2944.571,8205,39,51.714,1841.666,15.84,13.33,37.145,0.177,0.234,,,,,,,,,,5584976,35197,25.284,0.159,41039,0.186,0.072,13.9,tests performed,64.35,220892331,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.562
PAK,Asia,Pakistan,03/12/2020,410072,3262,2965.857,8260,55,51.857,1856.434,14.767,13.427,37.394,0.249,0.235,,,,,,,,,,5627539,42563,25.476,0.193,40548,0.184,0.073,13.7,tests performed,64.35,220892331,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.562
PAK,Asia,Pakistan,04/12/2020,413191,3119,2976.429,8303,43,51.571,1870.554,14.12,13.475,37.588,0.195,0.233,,,,,,,,,,5672166,44627,25.678,0.202,40750,0.184,0.073,13.7,tests performed,64.35,220892331,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.562
PAK,Asia,Pakistan,05/12/2020,416499,3308,3044.857,8361,58,53.714,1885.529,14.976,13.784,37.851,0.263,0.243,,,,,,,,,,5713341,41175,25.865,0.186,39743,0.18,0.077,13.1,tests performed,64.35,220892331,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.562
PAK,Asia,Pakistan,06/12/2020,420294,3795,3181.429,8398,37,53.286,1902.71,17.18,14.403,38.019,0.168,0.241,,,,,,,,,,5754986,41645,26.053,0.189,39925,0.181,0.08,12.5,tests performed,64.35,220892331,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.562
PAK,Asia,Pakistan,07/12/2020,423179,2885,3242.429,8487,89,56.571,1915.77,13.061,14.679,38.421,0.403,0.256,,,,,,,,,,5794242,39256,26.231,0.178,40776,0.185,,,tests performed,,220892331,255.573,23.5,4.495,2.78,5034.708,4,423.031,8.35,2.8,36.7,59.607,0.6,67.27,0.562
